index,municipios,homicidio_doloso,total_vitimas_homicidio_doloso,latrocinio,furtos,abigeato,furto_veiculo,roubos,roubo_veiculo,estelionato,delitos_armas_municoes,entorpecente_posse,entorpecente_trafico,vitimas_latrocinio,vitimas_lesao_corporal_morte,total_vitimas_crimes_violentos,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,ç
4365,SAO JORGE,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,
4366,SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4367,SAO JOSE DO HERVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4368,SAO JOSE DO HORTENCIO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4369,SAO JOSE DO INHACORA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4370,SAO JOSE DO NORTE,0,0,0,9,3,0,1,0,4,0,3,5,0,0,0,,,,,,,,,,,,,,,,
4371,SAO JOSE DO OURO,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4372,SAO JOSE DO SUL,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4373,SAO JOSE DOS AUSENTES,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4374,SAO LEOPOLDO,2,2,0,250,1,33,81,11,150,6,16,45,0,0,2,,,,,,,,,,,,,,,,
4375,SAO LOURENCO DO SUL,0,0,0,27,1,1,2,0,14,0,11,4,0,0,0,,,,,,,,,,,,,,,,
4376,SAO LUIZ GONZAGA,0,0,0,31,2,2,4,0,13,4,6,12,0,0,0,,,,,,,,,,,,,,,,
4377,SAO MARCOS,0,0,0,4,0,3,1,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4378,SAO MARTINHO,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4379,SAO MARTINHO DA SERRA,0,0,0,4,3,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4380,SAO MIGUEL DAS MISSOES,0,0,0,6,2,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4381,SAO NICOLAU,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4382,SAO PAULO DAS MISSOES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4383,SAO PEDRO DA SERRA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4384,SAO PEDRO DAS MISSOES,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4385,SAO PEDRO DO BUTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4386,SAO PEDRO DO SUL,0,0,0,18,8,0,0,0,7,0,2,1,0,0,0,,,,,,,,,,,,,,,,
4387,SAO SEBASTIAO DO CAI,1,1,0,19,0,0,2,1,13,2,18,2,0,0,1,,,,,,,,,,,,,,,,
4388,SAO SEPE,1,1,0,22,1,1,1,0,6,0,3,0,0,0,1,,,,,,,,,,,,,,,,
4389,SAO VALENTIM,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4390,SAO VALENTIM DO SUL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4391,SAO VALERIO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4392,SAO VENDELINO,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4393,SAO VICENTE DO SUL,0,0,0,14,1,0,0,0,2,0,6,0,0,0,0,,,,,,,,,,,,,,,,
4394,SAPIRANGA,0,0,0,80,1,4,24,0,48,3,20,6,0,0,0,,,,,,,,,,,,,,,,
4395,SAPUCAIA DO SUL,0,0,0,119,0,15,36,4,91,2,9,24,0,0,1,,,,,,,,,,,,,,,,
4396,SARANDI,1,1,0,18,0,0,1,1,17,2,6,2,0,0,1,,,,,,,,,,,,,,,,
4397,SEBERI,0,0,0,11,1,0,1,0,9,3,1,0,0,0,0,,,,,,,,,,,,,,,,
4398,SEDE NOVA,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4399,SEGREDO,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4400,SELBACH,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4401,SENADOR SALGADO FILHO,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4402,SENTINELA DO SUL,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4403,SERAFINA CORREA,0,0,0,5,1,0,0,0,12,0,4,0,0,0,0,,,,,,,,,,,,,,,,
4404,SERIO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4405,SERTAO,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4406,SERTAO SANTANA,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4407,SETE DE SETEMBRO,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4408,SEVERIANO DE ALMEIDA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4409,SILVEIRA MARTINS,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4410,SINIMBU,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4411,SOBRADINHO,0,0,0,10,0,0,3,0,7,1,0,2,0,0,0,,,,,,,,,,,,,,,,
4412,SOLEDADE,0,0,0,32,0,1,0,0,1,9,3,0,0,0,2,,,,,,,,,,,,,,,,
4413,TABAI,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4414,TAPEJARA,0,0,0,40,0,1,1,0,14,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4415,TAPERA,0,0,0,5,0,0,1,0,3,0,2,4,0,0,0,,,,,,,,,,,,,,,,
4416,TAPES,0,0,0,20,3,0,1,0,2,1,0,3,0,0,0,,,,,,,,,,,,,,,,
4417,TAQUARA,0,0,0,35,2,4,7,0,40,1,39,5,0,0,0,,,,,,,,,,,,,,,,
4418,TAQUARI,1,1,0,12,0,1,0,0,17,6,8,2,0,0,1,,,,,,,,,,,,,,,,
4419,TAQUARUCU DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4420,TAVARES,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4421,TENENTE PORTELA,0,0,0,19,0,0,3,0,5,0,2,0,0,0,0,,,,,,,,,,,,,,,,
4422,TERRA DE AREIA,0,0,0,9,2,0,0,0,10,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4423,TEUTONIA,0,0,0,14,0,1,0,0,21,3,14,5,0,0,0,,,,,,,,,,,,,,,,
4424,TIO HUGO,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4425,TIRADENTES DO SUL,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4426,TOROPI,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4427,TORRES,0,0,0,74,2,1,5,1,38,0,26,6,0,0,0,,,,,,,,,,,,,,,,
4428,TRAMANDAI,1,1,0,77,0,3,11,2,33,5,8,14,0,0,2,,,,,,,,,,,,,,,,
4429,TRAVESSEIRO,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4430,TRES ARROIOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4431,TRES CACHOEIRAS,0,0,0,12,0,1,1,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4432,TRES COROAS,0,0,0,8,0,0,0,0,6,0,4,5,0,0,1,,,,,,,,,,,,,,,,
4433,TRES DE MAIO,0,0,0,11,3,0,0,0,22,1,2,0,0,0,0,,,,,,,,,,,,,,,,
4434,TRES FORQUILHAS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4435,TRES PALMEIRAS,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,
4436,TRES PASSOS,0,0,0,26,3,2,2,0,13,0,3,9,0,0,0,,,,,,,,,,,,,,,,
4437,TRINDADE DO SUL,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,,,,,,,,,,,,,,,,
4438,TRIUNFO,0,0,0,19,1,1,2,0,11,1,3,2,0,0,0,,,,,,,,,,,,,,,,
4439,TUCUNDUVA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4440,TUNAS,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4441,TUPANCI DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4442,TUPANCIRETA,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4443,TUPANDI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4444,TUPARENDI,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4445,TURUCU,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4446,UBIRETAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4447,UNIAO DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4448,UNISTALDA,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4449,URUGUAIANA,0,0,0,80,4,4,14,0,52,9,20,16,0,0,0,,,,,,,,,,,,,,,,
4450,VACARIA,2,2,0,81,1,1,9,0,44,3,20,2,0,0,2,,,,,,,,,,,,,,,,
4451,VALE DO SOL,0,0,0,2,0,0,0,0,6,1,1,0,0,0,0,,,,,,,,,,,,,,,,
4452,VALE REAL,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,,,,,,,,,,,,,,,,
4453,VALE VERDE,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4454,VANINI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4455,VENANCIO AIRES,1,1,0,62,1,5,5,0,28,2,1,3,0,0,1,,,,,,,,,,,,,,,,
4456,VERA CRUZ,0,0,0,19,1,0,1,0,14,0,0,3,0,0,0,,,,,,,,,,,,,,,,
4457,VERANOPOLIS,0,0,0,4,0,0,0,0,6,2,13,4,0,0,0,,,,,,,,,,,,,,,,
4458,VESPASIANO CORREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4459,VIADUTOS,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4460,VIAMAO,4,4,1,151,4,10,96,12,132,8,11,23,1,0,6,,,,,,,,,,,,,,,,
4461,VICENTE DUTRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4462,VICTOR GRAEFF,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4463,VILA FLORES,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4464,VILA LANGARO,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4465,VILA MARIA,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,
4466,VILA NOVA DO SUL,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4467,VISTA ALEGRE,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4468,VISTA ALEGRE DO PRATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4469,VISTA GAUCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4470,VITORIA DAS MISSOES,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4471,WESTFALIA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4472,XANGRI-LA,0,0,0,15,0,0,0,0,10,0,3,2,0,0,0,,,,,,,,,,,,,,,,
4473,ACEGUA,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4474,AGUA SANTA,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4475,AGUDO,0,0,0,7,0,0,0,0,4,0,2,2,0,0,0,,,,,,,,,,,,,,,,
4476,AJURICABA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4477,ALECRIM,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4478,ALEGRETE,2,2,0,71,6,1,5,0,27,3,7,4,0,0,3,,,,,,,,,,,,,,,,
4479,ALEGRIA,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4480,ALMIRANTE TAMANDARE DO SUL,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4481,ALPESTRE,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,
4482,ALTO ALEGRE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4483,ALTO FELIZ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4484,ALVORADA,3,3,0,146,1,14,109,8,122,8,28,23,0,0,3,,,,,,,,,,,,,,,,
4485,AMARAL FERRADOR,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4486,AMETISTA DO SUL,0,0,0,11,0,0,1,0,2,0,2,0,0,0,0,,,,,,,,,,,,,,,,
4487,ANDRE DA ROCHA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4488,ANTA GORDA,0,0,0,6,0,1,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4489,ANTONIO PRADO,0,0,0,4,0,2,0,0,11,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4490,ARAMBARE,0,0,0,3,0,0,0,0,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,
4491,ARARICA,0,0,0,11,0,0,1,0,2,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4492,ARATIBA,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4493,ARROIO DO MEIO,0,0,0,13,0,1,0,0,16,1,1,1,0,0,0,,,,,,,,,,,,,,,,
4494,ARROIO DO PADRE,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4495,ARROIO DO SAL,0,0,0,24,0,2,0,0,4,0,0,3,0,0,0,,,,,,,,,,,,,,,,
4496,ARROIO DO TIGRE,0,0,0,4,0,0,0,0,4,2,1,0,0,0,0,,,,,,,,,,,,,,,,
4497,ARROIO DOS RATOS,0,0,0,9,1,0,0,0,5,1,6,5,0,0,0,,,,,,,,,,,,,,,,
4498,ARROIO GRANDE,0,0,0,12,1,0,0,0,8,2,1,1,0,0,0,,,,,,,,,,,,,,,,
4499,ARVOREZINHA,1,1,0,1,0,3,0,0,3,0,1,0,0,0,1,,,,,,,,,,,,,,,,
4500,AUGUSTO PESTANA,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4501,AUREA,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4502,BAGE,0,0,0,86,9,7,15,0,54,7,13,10,0,1,1,,,,,,,,,,,,,,,,
4503,BALNEARIO PINHAL,0,0,0,14,0,0,1,0,9,1,3,3,0,0,0,,,,,,,,,,,,,,,,
4504,BARAO,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4505,BARAO DE COTEGIPE,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4506,BARAO DO TRIUNFO,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4507,BARRA DO GUARITA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4508,BARRA DO QUARAI,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4509,BARRA DO RIBEIRO,0,0,0,12,0,0,0,0,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4510,BARRA DO RIO AZUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4511,BARRA FUNDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4512,BARRACAO,1,1,0,6,3,0,1,0,2,1,1,1,0,0,1,,,,,,,,,,,,,,,,
4513,BARROS CASSAL,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4514,BENJAMIN CONSTANT DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4515,BENTO GONCALVES,2,2,0,106,1,3,9,1,96,4,36,13,0,0,2,,,,,,,,,,,,,,,,
4516,BOA VISTA DAS MISSOES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4517,BOA VISTA DO BURICA,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,
4518,BOA VISTA DO CADEADO,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4519,BOA VISTA DO INCRA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4520,BOA VISTA DO SUL,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4521,BOM JESUS,0,0,0,8,0,1,1,0,5,0,1,17,0,0,0,,,,,,,,,,,,,,,,
4522,BOM PRINCIPIO,0,0,0,4,0,0,0,0,14,0,7,1,0,0,0,,,,,,,,,,,,,,,,
4523,BOM PROGRESSO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
4524,BOM RETIRO DO SUL,0,0,0,10,2,1,0,0,5,0,2,1,0,0,0,,,,,,,,,,,,,,,,
4525,BOQUEIRAO DO LEAO,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4526,BOSSOROCA,0,0,0,2,1,0,0,0,4,0,4,1,0,0,0,,,,,,,,,,,,,,,,
4527,BOZANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4528,BRAGA,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4529,BROCHIER,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4530,BUTIA,0,0,0,19,0,0,3,0,6,4,8,1,0,0,0,,,,,,,,,,,,,,,,
4531,CACAPAVA DO SUL,0,0,0,36,5,5,1,0,36,0,5,2,0,0,0,,,,,,,,,,,,,,,,
4532,CACEQUI,0,0,0,14,2,0,0,0,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,
4533,CACHOEIRA DO SUL,0,0,0,65,1,1,6,0,26,3,7,16,0,0,0,,,,,,,,,,,,,,,,
4534,CACHOEIRINHA,1,1,0,121,1,11,25,9,112,2,8,9,0,0,2,,,,,,,,,,,,,,,,
4535,CACIQUE DOBLE,0,0,0,4,0,0,0,0,1,14,0,0,0,0,0,,,,,,,,,,,,,,,,
4536,CAIBATE,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,,,,,,,,,,,,,,,,
4537,CAICARA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4538,CAMAQUA,0,0,0,44,1,3,7,0,42,1,20,14,0,0,0,,,,,,,,,,,,,,,,
4539,CAMARGO,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,
4540,CAMBARA DO SUL,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,,,,,,,,,,,,,,,,
4541,CAMPESTRE DA SERRA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4542,CAMPINA DAS MISSOES,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4543,CAMPINAS DO SUL,0,0,0,6,1,0,1,0,4,1,2,0,0,0,0,,,,,,,,,,,,,,,,
4544,CAMPO BOM,0,0,0,50,0,9,6,4,63,2,14,3,0,0,1,,,,,,,,,,,,,,,,
4545,CAMPO NOVO,1,1,0,7,1,0,0,0,5,0,5,0,0,0,1,,,,,,,,,,,,,,,,
4546,CAMPOS BORGES,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4547,CANDELARIA,0,0,0,24,1,1,0,0,11,0,3,2,0,0,0,,,,,,,,,,,,,,,,
4548,CANDIDO GODOI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4549,CANDIOTA,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4550,CANELA,0,0,0,66,0,3,3,1,51,2,18,7,0,0,0,,,,,,,,,,,,,,,,
4551,CANGUCU,1,1,0,31,5,3,4,1,17,2,0,2,0,0,1,,,,,,,,,,,,,,,,
4552,CANOAS,6,6,0,371,0,34,148,29,368,20,43,58,0,0,6,,,,,,,,,,,,,,,,
4553,CANUDOS DO VALE,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4554,CAPAO BONITO DO SUL,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4555,CAPAO DA CANOA,3,3,0,95,0,3,14,1,54,2,6,8,0,0,3,,,,,,,,,,,,,,,,
4556,CAPAO DO CIPO,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4557,CAPAO DO LEAO,0,0,0,5,1,2,2,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4558,CAPELA DE SANTANA,0,0,0,6,2,0,0,0,11,0,0,3,0,0,0,,,,,,,,,,,,,,,,
4559,CAPITAO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4560,CAPIVARI DO SUL,0,0,0,3,1,0,0,1,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4561,CARAA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4562,CARAZINHO,1,1,0,51,1,5,2,0,47,4,5,10,0,0,1,,,,,,,,,,,,,,,,
4563,CARLOS BARBOSA,0,0,0,7,0,0,0,1,16,1,4,3,0,0,0,,,,,,,,,,,,,,,,
4564,CARLOS GOMES,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4565,CASCA,0,0,0,5,0,0,0,0,8,0,3,1,0,0,0,,,,,,,,,,,,,,,,
4566,CASEIROS,0,0,0,3,2,0,0,0,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4567,CATUIPE,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4568,CAXIAS DO SUL,12,12,0,337,3,72,70,17,428,26,14,44,0,0,12,,,,,,,,,,,,,,,,
4569,CENTENARIO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4570,CERRITO,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4571,CERRO BRANCO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4572,CERRO GRANDE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4573,CERRO GRANDE DO SUL,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4574,CERRO LARGO,0,0,0,3,0,0,0,0,3,1,0,3,0,0,0,,,,,,,,,,,,,,,,
4575,CHAPADA,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4576,CHARQUEADAS,0,0,0,9,0,0,0,0,19,0,15,18,0,0,0,,,,,,,,,,,,,,,,
4577,CHARRUA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
4578,CHIAPETTA,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
4579,CHUI,0,0,0,11,1,0,0,0,2,0,3,0,0,0,0,,,,,,,,,,,,,,,,
4580,CHUVISCA,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4581,CIDREIRA,4,4,0,20,0,2,1,0,11,2,5,2,0,0,4,,,,,,,,,,,,,,,,
4582,CIRIACO,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,,,,,,,,,,,,,,,,
4583,COLINAS,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4584,COLORADO,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4585,CONDOR,0,0,0,6,1,1,0,1,6,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4586,CONSTANTINA,0,0,0,5,0,1,0,0,6,1,1,0,0,0,0,,,,,,,,,,,,,,,,
4587,COQUEIRO BAIXO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4588,COQUEIROS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4589,CORONEL BARROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4590,CORONEL BICACO,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
4591,CORONEL PILAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4592,COTIPORA,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4593,COXILHA,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
4594,CRISSIUMAL,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4595,CRISTAL,0,0,0,2,2,0,0,0,3,0,2,1,0,0,0,,,,,,,,,,,,,,,,
4596,CRISTAL DO SUL,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
