municipios;ibge;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
dilermando de aguiar;4306379;0.0;0.0;0.0;1306.532663316583;837.5209380234505;0.0;67.00167504187606;0.0;301.5075376884422;167.50418760469012;0.0;0.0;0.0;0.0;0.0
dois irmaos;4306403;2.9869470414289556;2.9869470414289556;0.0;454.01595029720124;8.960841124286867;23.895576331431645;38.83031153857642;2.9869470414289556;848.2929597658234;20.90862929000269;179.2168224857373;101.55619940858448;0.0;0.0;8.960841124286867
dois irmaos das missoes;4306429;0.0;0.0;0.0;328.484279680901;93.85265133740027;0.0;0.0;0.0;281.55795401220087;0.0;0.0;0.0;0.0;0.0;0.0
dois lajeados;4306452;0.0;0.0;0.0;452.1051144391071;28.256569652444195;28.256569652444195;0.0;28.256569652444195;367.3354054817745;56.51313930488839;0.0;0.0;0.0;0.0;0.0
dom feliciano;4306502;7.114905727499111;7.114905727499111;7.114905727499111;875.1334044823906;177.87264318747776;35.574528637495554;35.574528637495554;7.114905727499111;334.4005691924582;85.37886872998934;14.229811454998222;35.574528637495554;7.114905727499111;0.0;14.229811454998222
dom pedrito;4306601;13.727966613585195;13.727966613585195;0.0;1015.8695294053044;175.71797265389048;35.69271319532151;120.80610619954972;10.982373290868155;406.3478117621218;87.85898632694524;205.91949920377795;159.24441271758826;0.0;0.0;16.473559936302234
dom pedro de alcantara;4306551;35.38570417551309;35.38570417551309;0.0;318.47133757961785;35.38570417551309;106.15711252653928;0.0;0.0;176.92852087756546;0.0;0.0;0.0;0.0;0.0;35.38570417551309
dona francisca;4306700;0.0;0.0;0.0;905.7971014492754;60.386473429951685;60.386473429951685;30.193236714975843;0.0;603.864734299517;30.193236714975843;0.0;60.386473429951685;0.0;0.0;0.0
doutor ricardo;4306734;0.0;0.0;0.0;208.55057351407717;0.0;0.0;0.0;0.0;83.42022940563086;62.565172054223154;62.565172054223154;0.0;0.0;0.0;0.0
dr mauricio cardoso;4306759;0.0;0.0;0.0;1536.8852459016393;102.45901639344262;0.0;0.0;0.0;1229.5081967213114;307.37704918032784;51.22950819672131;0.0;0.0;0.0;51.22950819672131
eldorado do sul;4306767;21.833531452415034;24.25947939157226;0.0;1006.7683947502487;29.111375269886707;50.944906722301745;247.44668979403704;7.277843817471677;1009.1943426894059;38.81516702651561;395.42951408262775;240.16884597656534;0.0;0.0;24.25947939157226
encantado;4306809;21.237735207917428;21.237735207917428;4.247547041583486;1707.5139107165612;12.742641124750456;67.96075266533578;55.21811154058532;8.495094083166972;705.0928089028587;29.7328292910844;331.3086692435119;106.18867603958715;4.247547041583486;0.0;29.7328292910844
encruzilhada do sul;4306908;25.433428002204227;25.433428002204227;0.0;699.4192700606163;173.79509134839557;42.389046670340385;114.45042600991904;0.0;415.41265736933576;139.88385401212327;84.77809334068077;67.82247467254462;0.0;0.0;33.91123733627231
engenho velho;4306924;0.0;0.0;0.0;333.77837116154876;66.75567423230974;66.75567423230974;0.0;0.0;133.5113484646195;0.0;0.0;133.5113484646195;0.0;0.0;0.0
entre ijuis;4306957;34.44712366517396;34.44712366517396;0.0;2445.745780227351;206.68274199104374;103.34137099552187;206.68274199104374;0.0;895.625215294523;378.91836031691355;172.23561832586978;172.23561832586978;0.0;0.0;34.44712366517396
entre rios do sul;4306932;0.0;0.0;0.0;204.91803278688525;0.0;0.0;21.570319240724764;0.0;107.85159620362381;21.570319240724764;32.35547886108714;21.570319240724764;0.0;0.0;0.0
erebango;4306973;0.0;0.0;0.0;832.2663252240717;0.0;0.0;0.0;0.0;416.13316261203585;128.04097311139563;128.04097311139563;32.01024327784891;0.0;0.0;0.0
erechim;4307005;20.098849797641126;22.839602042774008;0.0;814.9170008861767;3.6543363268438416;42.024867758704175;86.79048776254123;10.963008980531523;898.966736403585;168.0994710348167;326.1495171708128;129.72893960295636;0.0;0.9135840817109604;27.40752245132881
ernestina;4307054;31.877590054191902;31.877590054191902;0.0;669.4293911380299;63.755180108383804;31.877590054191902;0.0;63.755180108383804;605.6742110296461;127.51036021676761;286.89831048772714;0.0;0.0;0.0;31.877590054191902
erval grande;4307203;0.0;0.0;0.0;477.6461597248758;38.211692777990066;19.105846388995033;38.211692777990066;0.0;458.54031333588074;95.52923194497517;57.31753916698509;57.31753916698509;0.0;0.0;0.0
erval seco;4307302;0.0;0.0;0.0;385.89487691284097;79.84031936127744;26.61343978709248;13.30671989354624;0.0;199.6007984031936;106.45375914836993;119.76047904191617;39.92015968063872;0.0;0.0;0.0
esmeralda;4307401;60.77180188392585;60.77180188392585;0.0;1306.5937405044058;30.385900941962927;30.385900941962927;182.31540565177758;60.77180188392585;243.0872075357034;212.7013065937405;60.77180188392585;30.385900941962927;0.0;0.0;60.77180188392585
esperanca do sul;4307450;0.0;0.0;0.0;121.98841110094541;0.0;60.99420555047271;0.0;0.0;182.9826166514181;182.9826166514181;0.0;152.48551387618176;0.0;0.0;0.0
espumoso;4307500;19.115585574104752;19.115585574104752;0.0;624.442462087422;38.231171148209505;50.97489486427934;38.231171148209505;0.0;337.70867847585066;76.46234229641901;31.85930929017459;38.231171148209505;0.0;0.0;19.115585574104752
estacao;4307559;0.0;0.0;0.0;498.39228295819936;16.077170418006432;16.077170418006432;32.154340836012864;0.0;498.39228295819936;48.23151125401929;225.08038585209002;96.46302250803858;0.0;0.0;48.23151125401929
estancia velha;4307609;2.0090003214400514;2.0090003214400514;0.0;958.2931533269044;6.0270009643201545;50.22500803600129;132.5940212150434;34.15300546448088;393.76406300225005;18.081002892960463;106.47701703632272;44.19800707168113;0.0;0.0;6.0270009643201545
esteio;4307708;10.413171504934686;11.57019056103854;0.0;1336.3570097999516;0.0;98.34661976882761;307.7670689236252;35.86759073921947;1060.986474447234;23.14038112207708;111.07382938596999;137.68526767635865;0.0;0.0;12.727209617142393
estrela;4307807;13.954397030504312;13.954397030504312;0.0;667.0201780581061;5.581758812201725;36.28143227931121;39.072311685412075;11.16351762440345;680.9745750886104;33.49055287321035;256.7609053612793;106.05341743183277;0.0;5.581758812201725;25.117914654907757
estrela velha;4307815;0.0;0.0;0.0;605.3617757278754;28.826751225136928;0.0;0.0;0.0;345.9210147016431;57.653502450273855;28.826751225136928;0.0;0.0;0.0;0.0
eugenio de castro;4307831;0.0;0.0;0.0;293.7936099889827;36.72420124862284;0.0;0.0;0.0;183.6210062431142;146.89680499449136;73.44840249724568;73.44840249724568;0.0;0.0;0.0
fagundes varela;4307864;0.0;0.0;0.0;184.50184501845018;0.0;36.90036900369004;0.0;0.0;147.60147601476015;36.90036900369004;36.90036900369004;0.0;0.0;0.0;0.0
farroupilha;4307906;17.953321364452425;17.953321364452425;0.0;701.560557933987;6.905123601712471;88.38558210191962;82.86148322054964;35.90664272890485;1092.390553790913;58.003038254384755;98.05275514431708;168.48501588178428;0.0;0.0;20.71537080513741
faxinal do soturno;4308003;28.30455703368242;28.30455703368242;0.0;764.2230399094254;14.15227851684121;0.0;28.30455703368242;0.0;467.02519105576;99.06594961788848;28.30455703368242;56.60911406736484;0.0;0.0;28.30455703368242
faxinalzinho;4308052;38.78975950349108;38.78975950349108;0.0;465.47711404189295;77.57951900698215;38.78975950349108;0.0;0.0;193.94879751745538;155.1590380139643;38.78975950349108;38.78975950349108;0.0;0.0;38.78975950349108
fazenda vila nova;4308078;21.88183807439825;21.88183807439825;0.0;984.6827133479213;87.527352297593;43.7636761487965;21.88183807439825;0.0;590.8096280087527;21.88183807439825;240.70021881838076;131.2910284463895;0.0;0.0;21.88183807439825
feliz;4308102;0.0;0.0;0.0;593.0625474105234;13.792152265361008;48.27253292876353;27.584304530722015;0.0;944.7624301772291;13.792152265361008;248.25874077649817;110.33721812288806;0.0;0.0;0.0
flores da cunha;4308201;9.33968431867003;15.566140531116714;0.0;554.154602907755;18.67936863734006;90.28361508047695;43.5851934871268;9.33968431867003;862.364185423866;40.471965380903455;62.264562124466856;62.264562124466856;0.0;0.0;15.566140531116714
floriano peixoto;4308250;0.0;0.0;0.0;284.25241614553727;56.85048322910745;0.0;0.0;0.0;511.654349061967;0.0;0.0;0.0;0.0;0.0;0.0
fontoura xavier;4308300;0.0;0.0;0.0;822.3521252353116;99.07856930545924;49.53928465272962;29.723570791637766;0.0;118.89428316655106;79.26285544436737;99.07856930545924;0.0;0.0;0.0;0.0
formigueiro;4308409;13.757050488375292;13.757050488375292;0.0;921.7223827211445;192.5987068372541;13.757050488375292;27.514100976750584;0.0;509.01086806988576;96.29935341862705;27.514100976750584;123.81345439537762;0.0;0.0;13.757050488375292
forquetinha;4308433;0.0;0.0;0.0;663.5441061670571;78.06401249024199;39.032006245120996;0.0;0.0;429.35206869633106;39.032006245120996;39.032006245120996;0.0;0.0;0.0;0.0
fortaleza dos valos;4308458;0.0;0.0;0.0;947.2551130247577;43.05705059203445;64.58557588805166;21.528525296017225;0.0;731.9698600645855;21.528525296017225;0.0;0.0;0.0;0.0;0.0
frederico westphalen;4308508;8.758868354208637;8.758868354208637;0.0;604.3619164403959;29.19622784736212;43.794341771043186;26.276605062625908;2.9196227847362124;680.2721088435374;49.633587340515604;405.8275670783335;137.22227088260198;0.0;0.0;8.758868354208637
garibaldi;4308607;10.979057447918096;10.979057447918096;0.0;518.7604644141301;5.489528723959048;49.40575851563143;54.89528723959047;16.468586171877146;557.1871654818434;32.93717234375429;131.74868937501716;38.42670106771334;0.0;0.0;16.468586171877146
garruchos;4308656;0.0;0.0;0.0;752.3939808481532;547.1956224350205;68.39945280437756;0.0;0.0;136.79890560875512;68.39945280437756;0.0;0.0;0.0;0.0;0.0
gaurama;4308706;17.094017094017094;17.094017094017094;0.0;581.1965811965812;0.0;0.0;0.0;0.0;547.008547008547;34.18803418803419;34.18803418803419;34.18803418803419;0.0;0.0;17.094017094017094
general camara;4308805;0.0;0.0;0.0;1228.9702899415345;202.83975659229208;23.863500775563775;35.79525116334566;0.0;334.08901085789284;47.72700155112755;226.70325736785585;59.65875193890943;0.0;0.0;0.0
gentil;4308854;0.0;0.0;0.0;1083.59133126935;154.79876160990713;0.0;154.79876160990713;51.59958720330237;464.39628482972137;257.99793601651186;51.59958720330237;51.59958720330237;0.0;0.0;0.0
getulio vargas;4308904;17.000056666855556;17.000056666855556;0.0;555.3351844506147;0.0;34.00011333371111;28.33342777809259;0.0;765.0025500085;22.666742222474074;368.3345611152037;238.0007933359778;0.0;0.0;22.666742222474074
girua;4309001;6.154224875376947;6.154224875376947;0.0;726.1985352944797;36.925349252261675;30.77112437688473;61.54224875376946;0.0;227.706320388947;67.69647362914641;203.08942088743922;86.15914825527724;0.0;0.0;6.154224875376947
glorinha;4309050;37.28097427612775;49.70796570150367;0.0;832.6084255001864;124.26991425375917;24.853982850751834;74.5619485522555;24.853982850751834;608.92257984342;49.70796570150367;149.123897104511;124.26991425375917;0.0;0.0;49.70796570150367
gramado;4309100;10.095656343858055;10.095656343858055;0.0;1320.0070669594406;5.047828171929027;47.95436763332576;35.33479720350319;7.571742257893541;1413.3918881401278;58.05002397718382;638.550263749022;204.4370409631256;0.0;0.0;10.095656343858055
gramado dos loureiros;4309126;0.0;0.0;0.0;550.9641873278237;157.41833923652104;39.35458480913026;0.0;39.35458480913026;157.41833923652104;118.06375442739079;0.0;78.70916961826052;0.0;0.0;0.0
gramado xavier;4309159;25.374270489723422;25.374270489723422;0.0;380.61405734585134;50.748540979446844;50.748540979446844;0.0;0.0;431.36259832529817;25.374270489723422;50.748540979446844;25.374270489723422;0.0;0.0;25.374270489723422
gravatai;4309209;7.915121119342038;8.994455817434133;0.0;858.4308632159136;9.714012282828865;91.3836711051308;359.05867623197065;44.6125008544733;882.8957830393347;36.697379735131264;67.99808597980206;99.29879222447283;0.0;0.0;10.07379051552623
guabiju;4309258;0.0;0.0;0.0;255.1020408163265;0.0;0.0;0.0;63.77551020408163;255.1020408163265;0.0;63.77551020408163;0.0;0.0;0.0;0.0
guaiba;4309308;7.056309348601843;8.064353541259248;0.0;637.0839297594807;12.096530311888873;29.233281587064777;206.64905949476824;14.112618697203686;468.7405495856938;38.305679320981426;300.39716941190704;96.77224249511099;0.0;0.0;10.08044192657406
guapore;4309407;40.06556182844655;40.06556182844655;0.0;400.6556182844655;25.49626661810235;36.4232380258605;29.1385904206884;10.92697140775815;848.6614460025497;116.5543616827536;346.02076124567475;178.47386632671643;0.0;0.0;69.20415224913495
guarani das missoes;4309506;37.821482602118;37.821482602118;0.0;920.3227433182047;25.214321734745337;37.821482602118;12.607160867372668;0.0;491.6792738275341;75.642965204236;25.214321734745337;50.42864346949067;0.0;0.0;50.42864346949067
harmonia;4309555;0.0;0.0;0.0;226.75736961451247;0.0;37.79289493575208;0.0;0.0;510.204081632653;18.89644746787604;94.4822373393802;37.79289493575208;0.0;0.0;0.0
herval;4307104;15.09433962264151;30.18867924528302;0.0;966.0377358490566;392.45283018867923;0.0;75.47169811320754;0.0;543.3962264150944;45.283018867924525;150.94339622641508;0.0;0.0;0.0;30.18867924528302
herveiras;4309571;0.0;0.0;0.0;437.8578646008757;0.0;33.68137420006736;33.68137420006736;0.0;572.5833614011451;0.0;33.68137420006736;33.68137420006736;0.0;0.0;0.0
horizontina;4309605;4.937540117513455;4.937540117513455;4.937540117513455;938.1326223275563;4.937540117513455;24.68770058756727;34.562780822594185;4.937540117513455;533.2543326914531;64.18802152767492;148.12620352540364;74.06310176270182;4.937540117513455;0.0;9.87508023502691
hulha negra;4309654;0.0;0.0;0.0;546.3547891411986;153.66228444596211;0.0;34.14717432132491;34.14717432132491;409.766091855899;68.29434864264982;17.073587160662456;51.220761481987374;0.0;0.0;0.0
humaita;4309704;19.90049751243781;19.90049751243781;0.0;437.8109452736319;0.0;59.701492537313435;19.90049751243781;0.0;378.1094527363184;59.701492537313435;59.701492537313435;19.90049751243781;0.0;0.0;19.90049751243781
ibarama;4309753;0.0;0.0;0.0;653.4365924491772;48.4027105517909;72.60406582768636;0.0;0.0;193.6108422071636;24.20135527589545;0.0;24.20135527589545;0.0;0.0;0.0
ibiaca;4309803;0.0;0.0;0.0;648.9555871020077;20.27986209693774;60.839586290813216;0.0;0.0;304.1979314540661;81.11944838775096;0.0;0.0;0.0;0.0;0.0
ibiraiaras;4309902;0.0;0.0;0.0;456.56465942744325;74.03751233958539;37.018756169792695;24.679170779861796;0.0;234.45212240868707;111.05626850937809;37.018756169792695;24.679170779861796;0.0;0.0;0.0
ibirapuita;4309951;25.163563160543532;25.163563160543532;25.163563160543532;327.12632108706595;100.65425264217413;25.163563160543532;0.0;0.0;327.12632108706595;176.14494212380473;100.65425264217413;50.327126321087064;25.163563160543532;0.0;50.327126321087064
ibiruba;4310009;13.358863606002583;13.358863606002583;0.0;525.4486351694349;53.43545442401033;31.17068174733936;57.88840895934453;13.358863606002583;716.9256801888054;57.88840895934453;195.92999955470452;182.57113594870196;0.0;0.0;13.358863606002583
igrejinha;4310108;5.41682465738584;5.41682465738584;0.0;869.4003575104274;8.12523698607876;46.04300958777964;56.87665890255132;5.41682465738584;360.2188397161584;24.375710958236283;222.08981095281945;81.25236986078761;0.0;0.0;5.41682465738584
ijui;4310207;10.104752601973795;11.227502891081995;0.0;981.2837526805663;7.859252023757397;55.014764166301774;56.13751445540997;3.368250867324598;674.7729237540278;50.52376300986898;243.63681273647927;203.2178023285841;0.0;0.0;13.473003469298392
ilopolis;4310306;23.99232245681382;23.99232245681382;0.0;527.831094049904;23.99232245681382;0.0;23.99232245681382;23.99232245681382;191.93857965451056;47.98464491362764;191.93857965451056;0.0;0.0;0.0;23.99232245681382
imbe;4310330;23.946360153256705;35.91954022988506;0.0;2494.41251596424;23.946360153256705;103.7675606641124;251.4367816091954;27.93742017879949;1552.522349936143;63.85696040868455;399.1060025542784;291.3473818646233;0.0;0.0;35.91954022988506
imigrante;4310363;0.0;0.0;0.0;372.4928366762178;0.0;0.0;0.0;28.653295128939828;372.4928366762178;57.306590257879655;28.653295128939828;28.653295128939828;0.0;0.0;0.0
independencia;4310405;0.0;0.0;0.0;660.1650412603151;90.0225056264066;0.0;0.0;0.0;285.0712678169542;45.0112528132033;135.0337584396099;30.00750187546887;0.0;0.0;0.0
inhacora;4310413;0.0;0.0;0.0;828.2476024411508;0.0;0.0;43.59197907585005;0.0;261.5518744551003;130.77593722755014;174.3679163034002;87.1839581517001;0.0;0.0;0.0
ipe;4310439;0.0;0.0;0.0;796.6804979253112;215.76763485477179;33.19502074688796;66.39004149377593;16.59751037344398;697.0954356846473;82.98755186721992;49.79253112033195;116.1825726141079;0.0;0.0;0.0
ipiranga do sul;4310462;0.0;0.0;0.0;250.501002004008;50.1002004008016;0.0;0.0;0.0;551.1022044088177;0.0;0.0;0.0;0.0;0.0;0.0
irai;4310504;37.33200597312096;37.33200597312096;0.0;1319.0642110502738;49.77600796416127;37.33200597312096;24.888003982080637;0.0;460.4280736684918;149.32802389248383;87.10801393728222;261.3240418118467;0.0;0.0;62.22000995520159
itaara;4310538;0.0;0.0;0.0;937.1057848260948;162.19138583528564;54.06379527842854;54.06379527842854;18.021265092809514;937.1057848260948;36.04253018561903;18.021265092809514;0.0;0.0;0.0;18.021265092809514
itacurubi;4310553;0.0;0.0;0.0;1116.6253101736972;620.347394540943;31.017369727047146;0.0;0.0;682.3821339950373;186.10421836228286;31.017369727047146;31.017369727047146;0.0;0.0;0.0
itapuca;4310579;0.0;0.0;0.0;450.6534474988734;0.0;0.0;0.0;90.13068949977468;90.13068949977468;135.196034249662;0.0;0.0;0.0;0.0;0.0
itaqui;4310603;11.030526983426634;11.030526983426634;2.7576317458566586;1108.5679618343765;135.12395554697625;35.84921269613656;157.18500951382953;2.7576317458566586;477.0702920332019;63.42553015470314;79.97132062984309;88.24421586741308;2.7576317458566586;0.0;13.788158729283293
itati;4310652;0.0;0.0;0.0;563.3802816901409;35.21126760563381;105.6338028169014;35.21126760563381;0.0;352.11267605633805;246.47887323943664;211.2676056338028;35.21126760563381;0.0;0.0;0.0
itatiba do sul;4310702;0.0;0.0;0.0;710.6310403638431;56.85048322910745;0.0;0.0;0.0;341.10289937464466;198.9766913018761;28.425241614553723;28.425241614553723;0.0;0.0;0.0
ivora;4310751;0.0;0.0;48.1000481000481;721.5007215007215;96.2000962000962;0.0;0.0;0.0;529.1005291005291;96.2000962000962;48.1000481000481;0.0;48.1000481000481;0.0;48.1000481000481
ivoti;4310801;4.179728317659352;4.179728317659352;0.0;363.6363636363636;0.0;54.33646812957158;37.61755485893417;0.0;848.4848484848486;4.179728317659352;188.08777429467085;66.87565308254963;0.0;0.0;8.359456635318704
jaboticaba;4310850;0.0;0.0;0.0;442.04322200392926;24.55795677799607;24.55795677799607;0.0;49.11591355599214;540.2750491159136;122.78978388998036;24.55795677799607;0.0;0.0;0.0;0.0
jacuizinho;4310876;0.0;0.0;0.0;458.7155963302753;229.35779816513764;0.0;0.0;0.0;114.67889908256882;76.45259938837921;0.0;0.0;0.0;0.0;0.0
jacutinga;4310900;52.53480430785395;52.53480430785395;0.0;236.4066193853428;0.0;26.267402153926977;0.0;0.0;446.5458366167586;52.53480430785395;288.9414236931967;0.0;0.0;0.0;52.53480430785395
jaguarao;4311007;3.6266047726118806;3.6266047726118806;0.0;1229.4190179154277;159.57060999492276;61.652281134401974;79.78530499746138;3.6266047726118806;304.634800899398;43.51925727134257;155.94400522231086;181.33023863059404;0.0;0.0;3.6266047726118806
jaguari;4311106;0.0;0.0;0.0;544.880986521365;105.15247108307045;9.559315553006405;57.355893318038426;9.559315553006405;430.1691998852882;9.559315553006405;219.86425771914733;124.27110218908325;0.0;0.0;0.0
jaquirana;4311122;24.307243558580456;24.307243558580456;0.0;729.2173067574137;315.99416626154596;0.0;48.61448711716091;0.0;534.75935828877;145.84346135148274;145.84346135148274;48.61448711716091;0.0;0.0;48.61448711716091
jari;4311130;28.49002849002849;28.49002849002849;0.0;797.7207977207978;313.3903133903134;0.0;0.0;0.0;256.4102564102564;56.98005698005698;0.0;0.0;0.0;0.0;28.49002849002849
joia;4311155;0.0;0.0;0.0;449.40934771443244;154.08320493066256;38.52080123266564;38.52080123266564;0.0;487.93014894709813;115.56240369799693;25.680534155110426;12.840267077555213;0.0;12.840267077555213;12.840267077555213
julio de castilhos;4311205;10.586491636671607;10.586491636671607;5.293245818335803;1159.220834215541;95.27842473004446;21.172983273343213;84.69193309337285;5.293245818335803;629.8962523819606;89.98517891170866;153.5041287317383;132.3311454583951;5.293245818335803;0.0;15.87973745500741
lagoa bonita do sul;4311239;0.0;0.0;0.0;344.82758620689657;0.0;38.31417624521073;0.0;0.0;421.45593869731795;0.0;0.0;0.0;0.0;0.0;0.0
lagoa dos tres cantos;4311270;0.0;0.0;0.0;604.2296072507553;50.35246727089628;0.0;0.0;0.0;302.11480362537765;50.35246727089628;50.35246727089628;0.0;0.0;0.0;0.0
lagoa vermelha;4311304;25.026814444047194;28.60207365033965;0.0;1333.5716839470863;89.3814801573114;50.05362888809439;75.08044333214158;7.150518412584913;811.5838398283875;153.73614587057563;371.82695745441544;250.26814444047193;0.0;0.0;39.32785126921702
lagoao;4311254;17.40341106856944;34.80682213713888;0.0;174.0341106856944;69.61364427427776;17.40341106856944;52.21023320570832;0.0;156.63069961712495;34.80682213713888;0.0;0.0;0.0;0.0;34.80682213713888
lajeado;4311403;17.90812080607612;18.961539677021776;0.0;1128.2116107827956;6.320513225673926;77.9529964499784;81.11325306281537;10.534188709456542;1079.7543427192954;54.77778128917402;130.62393999726112;187.50855902832643;0.0;0.0;22.121796289858736
lajeado do bugre;4311429;0.0;0.0;0.0;113.25028312570782;0.0;37.75009437523594;37.75009437523594;0.0;339.7508493771235;113.25028312570782;37.75009437523594;37.75009437523594;0.0;0.0;0.0
lavras do sul;4311502;0.0;0.0;0.0;610.7717934480844;291.5047196002221;41.6435313714603;27.762354247640204;0.0;208.21765685730148;41.6435313714603;13.881177123820102;69.4058856191005;0.0;0.0;0.0
liberato salzano;4311601;0.0;0.0;0.0;491.7137133491167;109.2697140775815;18.21161901293025;18.21161901293025;0.0;710.2531415042797;109.2697140775815;18.21161901293025;54.63485703879075;0.0;0.0;0.0
lindolfo collor;4311627;0.0;0.0;0.0;285.66894143786703;0.0;15.870496746548167;0.0;15.870496746548167;476.114902396445;47.6114902396445;142.83447071893352;63.481986986192666;0.0;0.0;0.0
linha nova;4311643;0.0;0.0;0.0;392.37668161434976;0.0;0.0;0.0;0.0;448.4304932735426;112.10762331838565;56.053811659192824;0.0;0.0;0.0;0.0
macambara;4311718;0.0;0.0;0.0;848.0104370515329;326.1578604044357;0.0;0.0;0.0;500.10871928680143;43.48771472059143;0.0;0.0;0.0;0.0;0.0
machadinho;4311700;0.0;0.0;0.0;2155.5440593205726;103.46611484738747;51.73305742369374;51.73305742369374;0.0;155.1991722710812;68.97740989825832;68.97740989825832;17.24435247456458;0.0;0.0;0.0
mampituba;4311734;0.0;0.0;0.0;60.024009603841534;0.0;0.0;0.0;0.0;210.08403361344537;0.0;0.0;60.024009603841534;0.0;0.0;0.0
manoel viana;4311759;0.0;0.0;0.0;512.2796444176586;165.73753201747778;45.201145095675756;0.0;0.0;602.6819346090101;45.201145095675756;120.53638692180202;105.46933855657677;0.0;15.067048365225252;15.067048365225252
maquine;4311775;42.7715996578272;42.7715996578272;14.257199885942402;855.4319931565441;228.11519817507843;99.8003992015968;71.285999429712;28.514399771884804;441.9731964642144;114.05759908753922;42.7715996578272;57.02879954376961;14.257199885942402;0.0;71.285999429712
marata;4311791;0.0;0.0;0.0;254.7307132459971;0.0;72.7802037845706;0.0;0.0;764.1921397379913;0.0;145.5604075691412;0.0;0.0;0.0;0.0
marau;4311809;6.69867143016635;6.69867143016635;0.0;899.8548621190131;53.5893714413308;109.41163335938373;55.82226191805292;2.232890476722117;980.2389192810092;66.9867143016635;120.5760857429943;53.5893714413308;0.0;0.0;8.931561906888469
marcelino ramos;4311908;0.0;0.0;0.0;657.0580754557016;21.1954217888936;21.1954217888936;63.586265366680806;0.0;317.931326833404;42.3908435777872;21.1954217888936;21.1954217888936;0.0;0.0;0.0
mariana pimentel;4311981;24.53385672227674;24.53385672227674;0.0;1104.0235525024534;245.33856722276744;49.06771344455348;147.20314033366046;0.0;441.6094210009814;24.53385672227674;49.06771344455348;98.13542688910697;0.0;0.0;24.53385672227674
mariano moro;4312005;47.66444232602478;47.66444232602478;0.0;238.32221163012395;47.66444232602478;0.0;0.0;0.0;238.32221163012395;95.32888465204957;47.66444232602478;47.66444232602478;0.0;0.0;47.66444232602478
marques de souza;4312054;0.0;0.0;0.0;606.060606060606;46.62004662004662;23.31002331002331;0.0;0.0;326.3403263403263;139.86013986013987;69.93006993006993;23.31002331002331;0.0;0.0;0.0
mata;4312104;0.0;0.0;0.0;1064.9627263045793;298.1895633652822;42.59850905218317;21.299254526091584;0.0;553.7806176783813;85.19701810436634;63.89776357827476;21.299254526091584;0.0;0.0;0.0
mato castelhano;4312138;0.0;0.0;0.0;1626.9390843738174;491.86530457813086;75.67158531971245;75.67158531971245;0.0;491.86530457813086;113.50737797956867;75.67158531971245;37.835792659856224;0.0;0.0;0.0
mato leitao;4312153;0.0;0.0;0.0;429.0091930541369;0.0;0.0;40.85801838610828;0.0;653.7282941777324;122.57405515832481;40.85801838610828;0.0;0.0;0.0;0.0
mato queimado;4312179;0.0;0.0;0.0;265.8160552897395;53.163211057947905;0.0;53.163211057947905;0.0;372.1424774056353;159.4896331738437;0.0;0.0;0.0;0.0;0.0
maximiliano de almeida;4312203;0.0;0.0;0.0;583.2793259883344;0.0;0.0;0.0;0.0;518.4705119896306;64.80881399870383;21.602937999567942;43.205875999135884;0.0;0.0;0.0
minas do leao;4312252;0.0;0.0;12.56281407035176;590.4522613065327;100.50251256281408;37.688442211055275;37.688442211055275;0.0;527.6381909547738;100.50251256281408;376.88442211055275;175.87939698492463;12.56281407035176;0.0;12.56281407035176
miraguai;4312302;0.0;0.0;0.0;1064.6108663729808;146.84287812041114;110.13215859030838;110.13215859030838;0.0;367.1071953010279;91.77679882525698;36.710719530102786;0.0;0.0;0.0;0.0
montauri;4312351;0.0;0.0;0.0;61.84291898577613;0.0;0.0;0.0;0.0;309.2145949288807;61.84291898577613;0.0;0.0;0.0;0.0;0.0
monte alegre dos campos;4312377;0.0;0.0;0.0;870.3761268262356;124.33944668946222;0.0;0.0;0.0;404.10320174075224;93.25458501709667;0.0;0.0;0.0;0.0;0.0
monte belo do sul;4312385;0.0;0.0;0.0;606.6734074823054;0.0;0.0;0.0;0.0;404.4489383215369;67.40815638692283;33.70407819346141;0.0;0.0;0.0;0.0
montenegro;4312401;5.894749252103688;7.3684365651296115;0.0;907.791384823968;11.789498504207376;79.5791149033998;82.52648952945164;4.421061939077767;691.1593498091574;25.052684321440676;414.1061349602841;181.26353950218842;0.0;0.0;7.3684365651296115
mormaco;4312427;0.0;0.0;0.0;236.96682464454977;0.0;0.0;33.852403520649965;0.0;236.96682464454977;0.0;0.0;0.0;0.0;0.0;0.0
morrinhos do sul;4312443;0.0;0.0;0.0;176.00469345849223;0.0;0.0;0.0;0.0;264.0070401877383;29.33411557641537;58.66823115283074;29.33411557641537;0.0;0.0;0.0
morro redondo;4312450;0.0;0.0;0.0;920.3865623561895;122.71820831415862;30.679552078539654;0.0;0.0;306.7955207853965;15.339776039269827;0.0;30.679552078539654;0.0;0.0;0.0
