municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos
mato queimado;4312179;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
maximiliano de almeida;4312203;0;0;0;2;0;0;0;0;2;1;1;1;0;0;0
minas do leao;4312252;0;0;0;4;0;1;0;0;4;0;2;1;0;0;0
miraguai;4312302;0;0;0;4;0;1;0;0;3;1;0;0;0;0;0
montauri;4312351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monte alegre dos campos;4312377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monte belo do sul;4312385;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
montenegro;4312401;0;0;0;59;1;3;5;0;40;2;18;10;0;0;0
mormaco;4312427;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
morrinhos do sul;4312443;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
morro redondo;4312450;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
morro reuter;4312476;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
mostardas;4312500;0;0;0;11;1;0;1;0;4;0;1;1;0;0;0
mucum;4312609;0;0;0;2;0;0;0;0;1;0;1;1;0;0;0
muitos capoes;4312617;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
muliterno;4312625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nao-me-toque;4312658;0;0;0;6;0;0;1;0;17;1;0;0;0;0;0
nicolau vergueiro;4312674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nonoai;4312708;0;0;0;3;1;0;2;0;5;1;2;2;0;0;0
nova alvorada;4312757;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
nova araca;4312807;0;0;0;1;0;0;1;0;3;0;4;1;0;0;0
nova bassano;4312906;0;0;0;3;0;0;0;0;6;0;1;2;0;0;0
nova boa vista;4312955;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
nova brescia;4313003;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
nova candelaria;4313011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nova esperanca do sul;4313037;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
nova hartz;4313060;0;0;0;11;0;1;1;0;14;1;4;2;0;0;0
nova padua;4313086;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0
nova palma;4313102;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
nova petropolis;4313201;0;0;0;8;0;0;0;0;5;1;9;0;0;0;0
nova prata;4313300;0;0;0;8;0;2;0;0;12;0;9;16;0;0;0
nova ramada;4313334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nova roma do sul;4313359;0;0;0;1;0;0;0;0;3;0;4;0;0;0;0
nova santa rita;4313375;2;2;0;26;2;2;4;2;17;0;2;0;0;0;2
novo barreiro;4313490;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
novo cabrais;4313391;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0
novo hamburgo;4313409;5;5;0;214;1;17;55;20;168;10;30;15;0;0;5
novo machado;4313425;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
novo tiradentes;4313441;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
novo xingu;4313466;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
osorio;4313508;1;1;0;70;2;2;2;1;31;1;8;14;0;0;1
paim filho;4313607;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0
palmares do sul;4313656;0;0;0;25;2;0;4;0;10;2;3;4;0;0;0
palmeira das missoes;4313706;1;1;0;29;0;2;1;1;6;2;6;1;0;0;1
palmitinho;4313805;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0
panambi;4313904;0;0;0;23;0;3;1;0;26;0;14;4;0;0;0
pantano grande;4313953;0;0;0;6;0;0;0;0;9;0;1;0;0;0;0
parai;4314001;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0
paraiso do sul;4314027;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
pareci novo;4314035;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
parobe;4314050;0;0;0;23;0;5;3;1;41;1;12;3;0;0;0
passa sete;4314068;1;1;0;2;0;1;0;0;1;1;0;0;0;0;1
passo do sobrado;4314076;0;0;0;5;3;0;0;0;1;0;2;0;0;0;0
passo fundo;4314100;3;3;0;189;1;31;38;0;120;9;20;20;0;0;4
paulo bento;4314134;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
paverama;4314159;0;0;0;1;0;0;1;0;7;0;2;0;0;0;0
pedras altas;4314175;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0
pedro osorio;4314209;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0
pejucara;4314308;0;0;0;4;0;0;0;0;1;0;2;1;0;0;0
pelotas;4314407;2;2;0;312;2;14;111;4;161;8;9;21;0;0;2
picada cafe;4314423;0;0;0;6;0;0;0;0;2;1;3;0;0;0;0
pinhal;4314456;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
pinhal da serra;4314464;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
pinhal grande;4314472;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
pinheirinho do vale;4314498;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0
pinheiro machado;4314506;0;0;0;10;1;0;0;0;14;1;0;0;0;0;0
pinto bandeira;4314548;0;0;0;2;0;0;1;0;0;0;2;0;0;0;0
pirapo;4314555;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
piratini;4314605;1;1;0;16;3;2;0;0;9;1;1;0;0;0;1
planalto;4314704;0;0;0;7;0;0;0;0;4;1;3;0;0;0;0
poco das antas;4314753;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0
pontao;4314779;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
ponte preta;4314787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
portao;4314803;0;0;0;29;3;2;3;4;33;0;3;0;0;0;1
porto alegre;4314902;20;24;3;2098;3;111;1116;111;1331;54;185;237;3;0;32
porto lucena;4315008;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
porto maua;4315057;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
porto vera cruz;4315073;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
porto xavier;4315107;0;0;0;6;3;0;0;0;4;1;2;0;0;0;0
pouso novo;4315131;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
presidente lucena;4315149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
progresso;4315156;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0
protasio alves;4315172;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
putinga;4315206;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
quarai;4315305;0;0;0;13;2;0;1;0;5;2;1;2;0;0;0
quatro irmaos;4315313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quevedos;4315321;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0
quinze de novembro;4315354;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0
redentora;4315404;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
relvado;4315453;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
restinga seca;4315503;0;0;0;13;2;0;0;0;3;1;3;0;0;0;0
rio dos indios;4315552;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
rio grande;4315602;3;3;0;258;7;6;87;1;104;11;54;37;0;0;3
rio pardo;4315701;1;1;0;41;2;5;4;0;11;2;7;1;0;0;1
riozinho;4315750;0;0;0;3;0;1;0;0;2;0;0;0;0;0;0
roca sales;4315800;0;0;0;6;1;0;1;0;7;1;3;1;0;0;0
rodeio bonito;4315909;0;0;0;5;1;0;0;0;2;0;4;0;0;0;0
rolador;4315958;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
rolante;4316006;1;2;0;7;0;4;2;0;6;0;7;4;0;0;2
ronda alta;4316105;0;0;0;1;0;0;1;0;6;1;0;0;0;0;0
rondinha;4316204;0;0;0;2;1;0;0;0;1;0;1;0;0;0;0
roque gonzales;4316303;0;0;0;3;1;0;0;0;2;0;0;2;0;0;0
rosario do sul;4316402;1;1;0;21;5;0;0;0;12;3;3;3;0;0;1
sagrada familia;4316428;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
saldanha marinho;4316436;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
salto do jacui;4316451;0;0;0;13;1;1;0;0;6;0;0;2;0;0;0
salvador das missoes;4316477;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
salvador do sul;4316501;0;0;0;2;0;1;1;1;4;0;11;2;0;0;0
sananduva;4316600;0;0;0;5;0;3;0;0;5;0;0;0;0;0;0
santa barbara do sul;4316709;1;1;0;5;0;0;1;1;1;0;1;2;0;0;1
santa cecilia do sul;4316733;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
santa clara do sul;4316758;0;0;0;2;0;0;0;0;4;1;0;0;0;0;0
santa cruz do sul;4316808;2;2;0;87;0;7;9;0;99;3;8;21;0;0;2
santa margarida do sul;4316972;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0
santa maria;4316907;3;3;0;328;4;19;34;2;204;13;29;41;0;0;3
santa maria do herval;4316956;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
santa rosa;4317202;2;3;0;54;0;3;3;0;34;5;9;10;0;0;3
santa tereza;4317251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
santa vitoria do palmar;4317301;1;1;0;67;2;1;6;0;18;0;1;0;0;0;3
santana da boa vista;4317004;0;0;0;4;1;1;0;0;3;0;1;0;0;0;0
santana do livramento;4317103;3;3;0;92;14;2;12;1;46;4;9;7;0;0;3
santiago;4317400;1;1;0;40;2;0;2;0;44;1;8;4;0;0;1
santo angelo;4317509;2;2;0;110;6;7;12;0;42;7;12;17;0;0;2
santo antonio da patrulha;4317608;0;0;0;32;5;1;1;0;18;0;8;8;0;0;0
santo antonio das missoes;4317707;0;0;0;7;1;0;0;0;3;1;4;1;0;0;0
santo antonio do palma;4317558;0;0;0;4;0;0;1;0;1;0;0;0;0;0;0
santo antonio do planalto;4317756;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
santo augusto;4317806;0;0;0;11;0;0;0;0;4;0;3;5;0;0;0
santo cristo;4317905;0;0;0;6;0;2;0;0;5;0;2;0;0;0;1
santo expedito do sul;4317954;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
sao borja;4318002;0;0;0;39;7;0;2;0;24;2;2;1;0;0;0
sao domingos do sul;4318051;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sao francisco de assis;4318101;0;0;0;6;0;0;0;0;9;0;4;2;0;0;0
sao francisco de paula;4318200;0;0;0;29;1;0;1;0;7;2;7;0;0;0;0
sao gabriel;4318309;2;2;0;78;6;2;1;0;16;4;2;8;0;0;2
sao jeronimo;4318408;0;0;0;10;0;0;0;0;18;0;12;10;0;0;0
sao joao da urtiga;4318424;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
sao joao do polesine;4318432;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0
sao jorge;4318440;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
sao jose das missoes;4318457;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
sao jose do herval;4318465;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
sao jose do hortencio;4318481;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0
sao jose do inhacora;4318499;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao jose do norte;4318507;2;2;0;41;2;0;1;0;9;0;4;3;0;0;2
sao jose do ouro;4318606;0;0;0;1;0;1;0;0;4;0;2;0;0;0;0
sao jose do sul;4318614;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
sao jose dos ausentes;4318622;1;1;0;1;0;0;0;0;3;3;0;1;0;0;1
sao leopoldo;4318705;1;1;0;270;1;46;77;11;148;4;21;36;0;0;2
sao lourenco do sul;4318804;0;0;0;27;0;3;5;0;20;1;26;0;0;0;0
sao luiz gonzaga;4318903;0;0;0;43;1;0;6;0;23;4;4;6;0;0;0
sao marcos;4319000;1;1;0;4;0;0;2;0;30;1;2;2;0;0;1
sao martinho;4319109;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
sao martinho da serra;4319125;0;0;0;9;3;0;0;0;1;0;0;0;0;0;0
sao miguel das missoes;4319158;0;0;0;7;6;0;0;0;1;1;0;0;0;0;0
sao nicolau;4319208;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
sao paulo das missoes;4319307;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0
sao pedro da serra;4319356;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
sao pedro das missoes;4319364;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
sao pedro do butia;4319372;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao pedro do sul;4319406;0;0;0;7;4;0;1;0;10;0;5;1;0;0;0
sao sebastiao do cai;4319505;0;0;0;17;0;1;0;2;17;2;14;3;0;0;0
sao sepe;4319604;0;0;0;23;3;0;0;0;5;0;1;0;0;0;0
sao valentim;4319703;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
sao valentim do sul;4319711;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0
sao valerio do sul;4319737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao vendelino;4319752;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao vicente do sul;4319802;0;0;0;4;1;0;1;0;2;0;1;0;0;0;0
