municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos;latitude;longitude;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
nova ramada;4313334;0;0;0;7;1;1;0;0;6;3;1;0;0;0;1;-28.0667;-53.69919999999;2481;2465;2477;2434;2449;2440;2439;2473;2455;2419;2372;2398;0.0;0.0;0.0;291.90992493744784;41.70141784820684;41.70141784820684;0.0;0.0;250.20850708924104;125.10425354462052;41.70141784820684;0.0;0.0;0.0;41.70141784820684
nova roma do sul;4313359;0;0;0;12;2;0;1;0;23;0;13;0;0;0;0;-28.98819999999;-51.4095;3409;3470;3540;3570;3593;3587;3639;3657;3670;3790;3861;3914;0.0;0.0;0.0;306.5917220235054;51.0986203372509;0.0;25.54931016862545;0.0;587.6341338783852;0.0;332.1410321921308;0.0;0.0;0.0;0.0
nova santa rita;4313375;5;5;0;286;14;22;31;9;340;26;49;10;0;0;6;-29.85249999999;-51.2837;23226;23336;24120;24860;25676;26256;26771;27115;27414;27685;28267;29181;17.134436791062676;17.134436791062676;0.0;980.0897844487853;47.976423014975495;75.39152188067578;106.23350810458861;30.84198622391282;1165.141701792262;89.09907131352593;167.91748055241425;34.26887358212535;0.0;0.0;20.561324149275215
novo barreiro;4313490;0;0;0;11;3;5;1;1;8;6;0;1;0;0;0;-27.90769999999;-53.1103;4060;4048;4078;4028;4063;4077;4131;4183;4199;4265;4261;4288;0.0;0.0;0.0;256.52985074626866;69.96268656716417;116.60447761194028;23.32089552238806;23.32089552238806;186.56716417910448;139.92537313432834;0.0;23.32089552238806;0.0;0.0;0.0
novo cabrais;4313391;0;0;0;23;1;1;0;0;8;5;5;2;0;0;0;-29.73379999999;-52.9489;3933;3913;3935;3851;3804;3696;3674;3667;3796;3879;3992;3990;0.0;0.0;0.0;576.4411027568923;25.06265664160401;25.06265664160401;0.0;0.0;200.5012531328321;125.31328320802004;125.31328320802004;50.12531328320802;0.0;0.0;0.0
novo hamburgo;4313409;25;26;1;2956;11;276;742;161;2158;121;300;255;1;2;35;-29.6876;-51.1328;243912;246489;248236;248946;248254;249504;249744;250292;249721;251147;252964;254190;9.83516267359062;10.228569180534246;0.3934065069436249;1162.909634525355;4.327471576379874;108.58019591644046;291.9076281521696;63.3384476179236;848.9712419843424;47.60218734017861;118.02195208308744;100.31865927062434;0.3934065069436249;0.7868130138872498;13.76922774302687
novo machado;4313425;1;1;0;15;1;1;1;0;5;4;0;0;0;0;1;-27.57649999999;-54.50359999999;4001;3883;3759;3656;3615;3582;3552;3558;3645;3631;3621;3583;27.909572983533355;27.909572983533355;0.0;418.6435947530003;27.909572983533355;27.909572983533355;27.909572983533355;0.0;139.54786491766677;111.63829193413342;0.0;0.0;0.0;0.0;27.909572983533355
novo tiradentes;4313441;0;0;0;9;2;1;1;0;12;1;1;1;0;0;0;-27.5649;-53.1837;2321;2273;2231;2215;2243;2236;2223;2251;2264;2260;2316;2433;0.0;0.0;0.0;369.9136868064118;82.20304151253596;41.10152075626798;41.10152075626798;0.0;493.2182490752158;41.10152075626798;41.10152075626798;41.10152075626798;0.0;0.0;0.0
novo xingu;4313466;0;0;0;5;0;0;0;0;5;0;1;0;0;0;0;-27.74309999999;-53.06159999999;1791;1765;1746;1750;1784;1847;1877;1879;1895;1926;1932;1909;0.0;0.0;0.0;261.91723415400736;0.0;0.0;0.0;0.0;261.91723415400736;0.0;52.38344683080147;0.0;0.0;0.0;0.0
osorio;4313508;7;8;0;537;23;27;39;17;454;27;97;175;0;0;8;-29.8881;-50.2667;41755;42447;42773;43306;43637;44099;44803;45286;46123;46208;46857;47141;14.849069811841073;16.97036549924694;0.0;1139.1357841369509;48.78980081033495;57.27498355995842;82.73053180882883;36.06202668589975;963.0682420822639;57.27498355995842;205.76568167836916;371.2267452960268;0.0;0.0;16.97036549924694
paim filho;4313607;0;0;0;46;12;0;4;0;13;1;1;1;0;0;0;-27.7075;-51.76299999999;4326;4301;4249;4224;4160;4073;4021;3986;4021;4012;4006;3939;0.0;0.0;0.0;1167.8090886011678;304.64584920030467;0.0;101.54861640010157;0.0;330.03300330033005;25.38715410002539;25.38715410002539;25.38715410002539;0.0;0.0;0.0
palmares do sul;4313656;1;1;0;174;16;4;16;0;81;10;11;14;0;0;1;-30.25349999999;-50.5103;11189;11231;11192;11284;11402;11478;11657;11812;12004;12023;12126;12339;8.104384471999351;8.104384471999351;0.0;1410.1628981278873;129.67015155198962;32.417537887997405;129.67015155198962;0.0;656.4551422319474;81.04384471999352;89.14822919199287;113.46138260799091;0.0;0.0;8.104384471999351
palmeira das missoes;4313706;7;7;0;326;16;23;21;7;163;37;54;16;0;0;8;-27.9006;-53.3134;35062;34907;34799;34332;34378;34351;34560;34824;34855;35084;35040;35311;19.823850924641047;19.823850924641047;0.0;923.2250573475688;45.31165925632239;65.13551018096344;59.47155277392314;19.823850924641047;461.6125286737844;104.78321203024554;152.92684999008807;45.31165925632239;0.0;0.0;22.655829628161197
palmitinho;4313805;2;2;0;34;5;3;2;0;20;5;15;2;0;0;3;-27.3596;-53.558;7061;7068;6948;6975;7033;7164;7239;7298;7339;7360;7417;7587;26.360880453407145;26.360880453407145;0.0;448.1349677079215;65.90220113351785;39.541320680110715;26.360880453407145;0.0;263.6088045340714;65.90220113351785;197.70660340055358;26.360880453407145;0.0;0.0;39.541320680110715
panambi;4313904;4;4;0;264;6;21;17;3;359;19;95;26;0;0;4;-28.2833;-53.50229999999;38848;39712;40416;40987;41413;41959;42596;43351;43650;43932;44173;44664;8.955758552749417;8.955758552749417;0.0;591.0800644814616;13.433637829124129;47.017732401934445;38.06197384918502;6.716818914562064;803.7793301092602;42.53985312555974;212.69926562779867;58.21243059287122;0.0;0.0;8.955758552749417
pantano grande;4313953;0;0;0;68;7;4;1;2;64;3;7;10;0;2;2;-30.1901;-52.3729;10108;9978;10077;10085;10049;9972;9988;10101;10150;10208;10093;9997;0.0;0.0;0.0;680.2040612183655;70.02100630189057;40.01200360108032;10.00300090027008;20.00600180054016;640.1920576172852;30.009002700810242;70.02100630189057;100.03000900270082;0.0;20.00600180054016;20.00600180054016
parai;4314001;0;0;0;37;1;3;1;0;63;4;5;3;0;0;0;-28.59639999999;-51.7896;6944;6905;7004;7055;7086;7132;7363;7478;7568;7455;7579;7659;0.0;0.0;0.0;483.0917874396135;13.05653479566523;39.16960438699569;13.05653479566523;0.0;822.5616921269095;52.22613918266092;65.28267397832616;39.16960438699569;0.0;0.0;0.0
paraiso do sul;4314027;0;0;0;31;0;2;1;0;15;0;1;4;0;0;0;-29.6717;-53.14399999999;7487;7408;7328;7314;7315;7382;7503;7539;7572;7455;7508;7538;0.0;0.0;0.0;411.2496683470417;0.0;26.53223666755107;13.266118333775536;0.0;198.99177500663305;0.0;13.266118333775536;53.06447333510214;0.0;0.0;0.0
pareci novo;4314035;1;1;0;24;0;0;0;0;29;0;1;2;0;0;1;-29.6365;-51.39739999999;3581;3698;3831;3928;4008;4069;4139;4164;4177;4266;4381;4588;21.795989537925024;21.795989537925024;0.0;523.1037489102006;0.0;0.0;0.0;0.0;632.0836965998257;0.0;21.795989537925024;43.59197907585005;0.0;0.0;21.795989537925024
parobe;4314050;1;1;0;329;8;49;58;13;352;24;226;49;0;0;3;-29.6243;-50.8312;52622;52974;53439;53549;53907;53985;54299;54465;55423;56134;56895;57289;1.7455357922114192;1.7455357922114192;0.0;574.281275637557;13.964286337691354;85.53125381835954;101.2410759482623;22.691965298748453;614.4285988584196;41.89285901307406;394.4910890397808;85.53125381835954;0.0;0.0;5.236607376634257
passa sete;4314068;1;1;0;24;9;1;2;0;13;2;0;0;0;0;2;-29.45769999999;-52.95989999999;5267;5257;5209;5041;5040;4983;4862;4810;4738;4758;4665;4653;21.49151085321298;21.49151085321298;0.0;515.7962604771116;193.42359767891682;21.49151085321298;42.98302170642596;0.0;279.38964109176874;42.98302170642596;0.0;0.0;0.0;0.0;42.98302170642596
passo do sobrado;4314076;1;1;0;62;15;3;6;0;15;6;8;2;0;0;1;-29.748;-52.27479999999;6131;6240;6353;6365;6286;6235;6259;6313;6347;6417;6491;6591;15.172204521316946;15.172204521316946;0.0;940.6766803216508;227.5830678197542;45.51661356395084;91.03322712790168;0.0;227.5830678197542;91.03322712790168;121.37763617053557;30.34440904263389;0.0;0.0;15.172204521316946
passo fundo;4314100;46;48;1;2424;8;418;471;31;1834;148;331;261;1;1;53;-28.2576;-52.4091;188684;191450;192891;194001;194544;195273;197494;199346;202344;205054;207594;210339;21.869458350567417;22.820304365809477;0.47542300762103085;1152.4253704733787;3.8033840609682468;198.72681718559087;223.92423658950548;14.738113236251955;871.9257959769706;70.36260512791256;157.36501552256118;124.08540498908904;0.47542300762103085;0.47542300762103085;25.197419403914633
paulo bento;4314134;0;0;0;17;2;1;1;0;5;3;1;1;0;0;0;-27.6978;-52.42609999999;2239;2241;2196;2174;2116;2095;2105;2154;2178;2238;2231;2245;0.0;0.0;0.0;757.238307349666;89.086859688196;44.543429844098;44.543429844098;0.0;222.71714922048997;133.63028953229397;44.543429844098;44.543429844098;0.0;0.0;0.0
paverama;4314159;1;1;0;26;2;4;6;0;45;2;22;7;0;0;1;-29.5485;-51.73389999999;8205;8299;8392;8579;8676;8842;8861;8854;8952;9146;9306;9303;10.74922068150059;10.74922068150059;0.0;279.47973771901536;21.49844136300118;42.99688272600236;64.49532408900355;0.0;483.7149306675266;21.49844136300118;236.48285499301298;75.24454477050413;0.0;0.0;10.74922068150059
pedras altas;4314175;0;0;0;25;17;0;1;0;6;0;0;1;0;0;0;-31.72169999999;-53.58379999999;2258;2195;2116;2109;2058;2065;2060;2067;2048;2002;1978;1964;0.0;0.0;0.0;1272.9124236252546;865.5804480651732;0.0;50.91649694501018;0.0;305.4989816700611;0.0;0.0;50.91649694501018;0.0;0.0;0.0
pedro osorio;4314209;1;1;0;46;6;4;6;0;37;4;7;4;0;0;1;-31.8642;-52.81839999999;7972;7883;7848;7854;7929;7972;7990;7984;7941;7856;7835;7920;12.626262626262626;12.626262626262626;0.0;580.8080808080808;75.75757575757575;50.505050505050505;75.75757575757575;0.0;467.17171717171715;50.505050505050505;88.3838383838384;50.505050505050505;0.0;0.0;12.626262626262626
pejucara;4314308;0;0;0;57;2;1;4;0;24;4;3;5;0;0;0;-28.4283;-53.65789999999;4055;4067;4092;4065;3981;3940;3854;3903;3959;4061;4093;4093;0.0;0.0;0.0;1392.6215489860738;48.86391399951136;24.43195699975568;97.72782799902272;0.0;586.3669679941363;97.72782799902272;73.29587099926704;122.15978499877839;0.0;0.0;0.0
pelotas;4314407;22;22;2;3371;63;193;1168;48;2030;114;163;367;2;2;35;-31.7649;-52.3371;334912;337402;337649;338950;338270;337975;338004;338766;340630;341389;342090;342221;6.4285943878371;6.4285943878371;0.5844176716215546;985.03598551813;18.409156656078967;56.39630531148001;341.2999202269878;14.02602411891731;593.1839366958778;33.31180728242861;47.63004023715669;107.24064274255525;0.5844176716215546;0.5844176716215546;10.227309253377204
picada cafe;4314423;0;0;0;41;0;1;1;0;29;2;9;2;0;0;2;-29.4464;-51.13669999999;5283;5341;5452;5471;5536;5538;5586;5602;5687;5845;5832;5882;0.0;0.0;0.0;697.0418225093506;0.0;17.001020061203672;17.001020061203672;0.0;493.0295817749065;34.002040122407344;153.00918055083307;34.002040122407344;0.0;0.0;34.002040122407344
pinhal;4314456;1;1;0;17;3;3;1;0;15;3;1;1;0;0;1;-27.50799999999;-53.20819999999;2562;2551;2541;2554;2581;2609;2573;2606;2640;2749;2841;2940;34.01360544217687;34.01360544217687;0.0;578.2312925170068;102.04081632653062;102.04081632653062;34.01360544217687;0.0;510.204081632653;102.04081632653062;34.01360544217687;34.01360544217687;0.0;0.0;34.01360544217687
pinhal da serra;4314464;0;0;0;20;7;1;1;0;9;2;5;1;0;0;0;-27.86339999999;-51.1702;2173;2247;2279;2286;2271;2255;2211;2179;2173;2186;2180;2161;0.0;0.0;0.0;925.497454881999;323.9241092086997;46.27487274409995;46.27487274409995;0.0;416.47385469689954;92.5497454881999;231.37436372049976;46.27487274409995;0.0;0.0;0.0
pinhal grande;4314472;0;0;0;35;5;1;0;0;17;6;0;0;0;0;0;-29.34499999999;-53.3207;4563;4542;4477;4369;4354;4321;4301;4277;4210;4105;3940;3906;0.0;0.0;0.0;896.0573476702508;128.00819252432154;25.60163850486431;0.0;0.0;435.22785458269334;153.60983102918587;0.0;0.0;0.0;0.0;0.0
pinheirinho do vale;4314498;1;1;0;13;0;2;0;0;9;0;0;7;0;0;1;-27.21089999999;-53.60799999999;4590;4500;4503;4427;4411;4410;4516;4598;4647;4653;4696;4860;20.576131687242796;20.576131687242796;0.0;267.4897119341564;0.0;41.15226337448559;0.0;0.0;185.1851851851852;0.0;0.0;144.0329218106996;0.0;0.0;20.576131687242796
pinheiro machado;4314506;2;2;0;109;26;2;1;0;81;4;4;2;0;0;2;-31.5794;-53.3798;13037;12950;12718;12420;12102;11946;11943;11997;11947;11880;11605;11380;17.574692442882252;17.574692442882252;0.0;957.8207381370826;228.47100175746922;17.574692442882252;8.787346221441126;0.0;711.7750439367311;35.149384885764505;35.149384885764505;17.574692442882252;0.0;0.0;17.574692442882252
pinto bandeira;4314548;0;0;0;16;0;0;1;0;0;3;2;0;0;0;0;-29.0;-54.0;0;0;0;2836;2909;2978;3014;3043;3065;3132;3194;3275;0.0;0.0;0.0;488.5496183206107;0.0;0.0;30.53435114503817;0.0;0.0;91.6030534351145;61.06870229007634;0.0;0.0;0.0;0.0
pirapo;4314555;0;0;0;11;6;1;0;0;11;6;0;0;0;0;0;-28.0439;-55.20009999999;2811;2757;2689;2669;2654;2631;2605;2571;2610;2596;2549;2504;0.0;0.0;0.0;439.29712460063894;239.61661341853033;39.936102236421725;0.0;0.0;439.29712460063894;239.61661341853033;0.0;0.0;0.0;0.0;0.0
piratini;4314605;4;5;0;198;35;7;6;1;109;10;12;4;0;0;5;-31.44729999999;-53.09729999999;20245;20081;19659;19473;19408;19305;19100;19082;18990;18737;18323;18290;21.869874248223073;27.33734281027884;0.0;1082.5587752870422;191.3613996719519;38.272279934390376;32.80481137233461;5.467468562055768;595.9540732640787;54.67468562055768;65.60962274466922;21.869874248223073;0.0;0.0;27.33734281027884
planalto;4314704;5;5;0;90;2;6;2;0;45;14;25;4;0;0;5;-27.32969999999;-53.0575;10742;10774;10861;10674;10593;10456;10408;10487;10623;10593;10562;10608;47.1342383107089;47.1342383107089;0.0;848.4162895927601;18.85369532428356;56.561085972850684;18.85369532428356;0.0;424.20814479638005;131.97586726998492;235.67119155354447;37.70739064856712;0.0;0.0;47.1342383107089
poco das antas;4314753;0;0;0;8;0;1;0;0;12;0;0;0;0;0;0;-29.4481;-51.6719;2057;2134;2126;2096;2087;2101;2143;2136;2216;2277;2325;2313;0.0;0.0;0.0;345.8711629917855;0.0;43.23389537397319;0.0;0.0;518.8067444876783;0.0;0.0;0.0;0.0;0.0;0.0
pontao;4314779;0;0;0;23;1;0;0;1;26;3;3;1;0;0;0;-28.05849999999;-52.67909999999;3938;3890;3841;3821;3770;3740;3753;3763;3797;3844;3803;3779;0.0;0.0;0.0;608.6266207991532;26.46202699126753;0.0;0.0;26.46202699126753;688.0127017729558;79.38608097380259;79.38608097380259;26.46202699126753;0.0;0.0;0.0
ponte preta;4314787;0;0;0;7;0;0;0;0;1;1;0;0;0;0;0;-27.6587;-52.4848;1786;1746;1682;1638;1620;1643;1657;1714;1736;1767;1777;1806;0.0;0.0;0.0;387.5968992248062;0.0;0.0;0.0;0.0;55.370985603543744;55.370985603543744;0.0;0.0;0.0;0.0;0.0
portao;4314803;3;3;0;361;17;19;48;21;365;11;59;17;0;0;6;-29.70149999999;-51.24289999999;31585;31895;32394;32900;33662;34395;34865;35058;35388;35521;36027;36535;8.211304228821678;8.211304228821678;0.0;988.0936088682085;46.53072396332284;52.0049267825373;131.38086766114685;57.479129601751744;999.0420145066375;30.108115505679486;161.48898316682633;46.53072396332284;0.0;0.0;16.422608457643356
porto alegre;4314902;234;261;7;29207;29;1634;14804;1394;16938;714;2381;3175;7;2;328;-30.032778;-51.23;1437588;1445787;1454435;1464037;1467525;1465428;1464231;1468301;1465430;1460238;1453230;1444714;16.196977394833855;18.06585940193007;0.4845249648027222;2021.645806713301;2.0073177113255634;113.1019703553783;1024.7010827056429;96.48968584785639;1172.4119791183584;49.421546409877664;164.8077058850402;219.76668046409185;0.4845249648027222;0.1384357042293492;22.70345549361327
porto lucena;4315008;0;0;0;13;0;2;1;0;7;8;0;2;0;0;0;-27.8569;-55.00999999999;5515;5471;5425;5389;5294;5166;5070;5066;5101;5091;5029;5001;0.0;0.0;0.0;259.9480103979204;0.0;39.992001599680066;19.996000799840033;0.0;139.97200559888023;159.96800639872026;0.0;39.992001599680066;0.0;0.0;0.0
porto maua;4315057;0;0;0;16;3;3;0;0;5;3;5;1;0;0;0;-27.57959999999;-54.6657;2587;2548;2568;2529;2508;2459;2469;2395;2410;2407;2464;2487;0.0;0.0;0.0;643.3453960595094;120.62726176115801;120.62726176115801;0.0;0.0;201.0454362685967;120.62726176115801;201.0454362685967;40.20908725371934;0.0;0.0;0.0
porto vera cruz;4315073;0;0;0;8;1;1;0;0;6;0;0;0;0;0;0;-27.7405;-54.8994;1887;1810;1762;1685;1652;1661;1655;1653;1634;1641;1626;1608;0.0;0.0;0.0;497.51243781094524;62.189054726368155;62.189054726368155;0.0;0.0;373.13432835820896;0.0;0.0;0.0;0.0;0.0;0.0
porto xavier;4315107;0;0;0;41;11;3;1;0;38;12;13;6;0;0;0;-27.9082;-55.1379;10772;10825;10709;10531;10517;10588;10573;10474;10405;10506;10557;10539;0.0;0.0;0.0;389.0312173830534;104.37422905398995;28.465698832906348;9.48856627763545;0.0;360.5655185501471;113.86279533162539;123.35136160926085;56.931397665812696;0.0;0.0;0.0
pouso novo;4315131;0;0;0;11;0;2;1;0;9;0;3;0;0;0;0;-29.1738;-52.2136;1913;1836;1758;1709;1707;1745;1767;1799;1830;1841;1825;1789;0.0;0.0;0.0;614.8686416992733;0.0;111.79429849077697;55.89714924538848;0.0;503.0743432084964;0.0;167.69144773616546;0.0;0.0;0.0;0.0
presidente lucena;4315149;0;0;0;13;0;2;0;0;15;0;3;0;0;0;0;-29.5176;-51.1798;2528;2589;2606;2693;2706;2754;2858;2975;3099;3112;3165;3144;0.0;0.0;0.0;413.4860050890585;0.0;63.61323155216285;0.0;0.0;477.0992366412214;0.0;95.41984732824427;0.0;0.0;0.0;0.0
progresso;4315156;0;0;0;39;6;3;2;0;14;12;4;0;0;0;0;-29.24419999999;-52.31969999999;6288;6071;5991;5764;5741;5757;5782;5785;5813;5840;5819;5808;0.0;0.0;0.0;671.4876033057851;103.30578512396694;51.65289256198347;34.43526170798898;0.0;241.04683195592287;206.61157024793388;68.87052341597796;0.0;0.0;0.0;0.0
protasio alves;4315172;0;0;0;2;1;1;0;0;5;4;1;2;0;0;0;-28.7572;-51.4757;2037;2016;2060;2080;2087;2125;2124;2166;2153;2156;2110;2082;0.0;0.0;0.0;96.06147934678194;48.03073967339097;48.03073967339097;0.0;0.0;240.15369836695487;192.12295869356387;48.03073967339097;96.06147934678194;0.0;0.0;0.0
putinga;4315206;0;0;0;9;1;0;0;0;5;3;7;0;0;0;0;-29.0045;-52.1569;4220;4126;4086;3989;4013;4023;4063;4066;4132;4130;4127;4028;0.0;0.0;0.0;223.43594836146974;24.826216484607745;0.0;0.0;0.0;124.13108242303873;74.47864945382324;173.7835153922542;0.0;0.0;0.0;0.0
quarai;4315305;1;1;0;201;35;7;19;2;104;14;42;16;0;0;1;-30.384;-56.4483;23517;23252;22994;22775;22827;22649;22556;22701;22780;22727;22657;22967;4.354073235511821;4.354073235511821;0.0;875.1687203378762;152.39256324291375;30.478512648582747;82.72739147472461;8.708146471023642;452.8236164932294;60.957025297165494;182.8710758914965;69.66517176818914;0.0;0.0;4.354073235511821
quatro irmaos;4315313;0;0;0;7;1;1;0;0;4;0;2;0;0;0;0;-27.81629999999;-52.44189999999;1813;1758;1777;1751;1773;1741;1720;1688;1693;1701;1679;1667;0.0;0.0;0.0;419.9160167966407;59.98800239952009;59.98800239952009;0.0;0.0;239.95200959808037;0.0;119.97600479904018;0.0;0.0;0.0;0.0
quevedos;4315321;0;0;0;26;14;0;3;0;12;3;1;0;0;0;0;-29.3504;-54.07889999999;2762;2751;2744;2755;2697;2668;2621;2659;2603;2692;2660;2721;0.0;0.0;0.0;955.5310547592796;514.5167217934583;0.0;110.25358324145535;0.0;441.0143329658214;110.25358324145535;36.75119441381845;0.0;0.0;0.0;0.0
quinze de novembro;4315354;0;0;0;19;2;0;2;0;5;4;0;1;0;0;0;-28.7465;-53.1011;3730;3731;3753;3709;3787;3859;4018;4105;4169;4206;4239;4301;0.0;0.0;0.0;441.7577307602883;46.500813764240874;0.0;46.500813764240874;0.0;116.25203441060219;93.00162752848175;0.0;23.250406882120437;0.0;0.0;0.0
redentora;4315404;3;3;0;41;5;4;1;2;23;16;2;2;0;1;4;-27.664;-53.6407;10486;10598;10648;10775;10867;10914;10784;10720;10697;10830;10980;11129;26.95659987420253;26.95659987420253;0.0;368.4068649474346;44.92766645700423;35.94213316560337;8.985533291400843;17.971066582801686;206.66726570221942;143.7685326624135;17.971066582801686;17.971066582801686;0.0;8.985533291400843;35.94213316560337
relvado;4315453;0;0;0;10;1;0;1;0;6;1;0;0;0;0;0;-29.11639999999;-52.0778;2196;2148;2153;2165;2137;2175;2156;2157;2133;2182;2198;2234;0.0;0.0;0.0;447.6275738585497;44.76275738585497;0.0;44.76275738585497;0.0;268.5765443151298;44.76275738585497;0.0;0.0;0.0;0.0;0.0
restinga seca;4315503;2;2;0;120;14;2;7;0;82;6;11;14;0;0;3;-29.8188;-53.38069999999;16162;15931;15775;15618;15577;15325;15386;15300;15499;15449;15523;15571;12.844390212574659;12.844390212574659;0.0;770.6634127544795;89.9107314880226;12.844390212574659;44.9553657440113;0.0;526.619998715561;38.53317063772397;70.64414616916062;89.9107314880226;0.0;0.0;19.266585318861985
rio dos indios;4315552;0;0;0;11;3;2;1;0;12;6;0;1;0;0;0;-27.2973;-52.8417;3688;3513;3374;3278;3239;3161;3183;3170;3208;3138;3151;3146;0.0;0.0;0.0;349.65034965034965;95.35918626827717;63.57279084551812;31.78639542275906;0.0;381.4367450731087;190.71837253655434;0.0;31.78639542275906;0.0;0.0;0.0
rio grande;4315602;35;35;1;2415;78;81;808;13;1126;159;284;432;1;1;47;-32.0349;-52.1071;201332;202812;203013;204863;207651;211081;212235;211484;210610;209407;208815;208227;16.80857909877201;16.80857909877201;0.4802451171077718;1159.791957815269;37.4591191344062;38.89985448572952;388.03805462307963;6.243186522401033;540.756001863351;76.35897362013571;136.3896132586072;207.46589059055742;0.4802451171077718;0.4802451171077718;22.571520504065276
rio pardo;4315701;7;9;0;379;34;21;25;2;158;23;90;50;0;0;9;-29.988;-52.37109999999;38374;38261;37926;37623;37881;38129;38816;38746;38436;38043;37986;38075;18.384766907419564;23.637557452396585;0.0;995.403808273145;89.29743926460932;55.154300722258704;65.65988181221273;5.252790544977019;414.9704530531845;60.40709126723572;236.37557452396587;131.31976362442546;0.0;0.0;23.637557452396585
riozinho;4315750;0;0;0;24;1;2;0;0;25;1;2;1;0;0;0;-29.63899999999;-50.44879999999;4418;4398;4257;4226;4164;4204;4211;4261;4313;4383;4388;4421;0.0;0.0;0.0;542.8636055191133;22.619316896629723;45.238633793259446;0.0;0.0;565.482922415743;22.619316896629723;45.238633793259446;22.619316896629723;0.0;0.0;0.0
roca sales;4315800;1;1;0;68;2;2;4;2;83;3;14;7;0;0;1;-29.28839999999;-51.8658;10485;10626;10723;10762;10839;10925;11379;11563;11993;12251;12621;12758;7.838219156607619;7.838219156607619;0.0;532.9989026493181;15.676438313215238;15.676438313215238;31.352876626430476;15.676438313215238;650.5721899984323;23.514657469822854;109.73506819250665;54.86753409625332;0.0;0.0;7.838219156607619
rodeio bonito;4315909;0;0;0;34;9;3;1;0;30;4;18;3;0;0;0;-27.4742;-53.1706;5862;5889;5911;5940;6010;6083;6130;6287;6371;6494;6670;6790;0.0;0.0;0.0;500.73637702503686;132.5478645066274;44.18262150220913;14.727540500736376;0.0;441.8262150220913;58.910162002945505;265.0957290132548;44.18262150220913;0.0;0.0;0.0
rolador;4315958;1;1;0;13;5;0;2;0;10;5;0;0;0;0;1;-28.25767;-54.81864;2593;2589;2546;2518;2484;2478;2435;2423;2460;2480;2531;2551;39.20031360250882;39.20031360250882;0.0;509.6040768326146;196.0015680125441;0.0;78.40062720501764;0.0;392.0031360250882;196.0015680125441;0.0;0.0;0.0;0.0;39.20031360250882
rolante;4316006;4;5;0;97;6;7;19;6;239;4;47;29;0;0;5;-29.6462;-50.58189999999;19889;19821;19865;20051;20426;20565;20766;20848;21291;21628;21934;22108;18.09299800977022;22.616247512212773;0.0;438.7552017369278;27.139497014655326;31.662746517097883;85.94174054640854;27.139497014655326;1081.0566310837705;18.09299800977022;212.59272661480009;131.1742355708341;0.0;0.0;22.616247512212773
ronda alta;4316105;2;2;0;46;2;5;3;0;44;5;7;15;0;0;3;-27.7758;-52.80559999999;10431;10428;10401;10292;10176;10172;10124;10130;10176;10309;10310;10358;19.308746862328636;19.308746862328636;0.0;444.1011778335586;19.308746862328636;48.27186715582159;28.963120293492953;0.0;424.7924309712299;48.27186715582159;67.58061401815021;144.81560146746477;0.0;0.0;28.963120293492953
rondinha;4316204;2;2;0;15;3;2;0;0;10;5;6;2;0;0;2;-27.83149999999;-52.90809999999;5623;5502;5539;5470;5503;5482;5496;5443;5528;5530;5683;5559;35.97769382982551;35.97769382982551;0.0;269.83270372369134;53.96654074473826;35.97769382982551;0.0;0.0;179.88846914912753;89.94423457456377;107.93308148947652;35.97769382982551;0.0;0.0;35.97769382982551
roque gonzales;4316303;1;1;0;23;6;1;1;0;21;0;4;8;0;0;1;-28.1297;-55.0266;7346;7372;7180;7126;6973;6970;6843;6981;6986;6986;6860;6875;14.545454545454545;14.545454545454545;0.0;334.54545454545456;87.27272727272728;14.545454545454545;14.545454545454545;0.0;305.4545454545455;0.0;58.18181818181818;116.36363636363636;0.0;0.0;14.545454545454545
rosario do sul;4316402;8;8;0;319;41;13;34;1;197;28;36;91;0;0;8;-30.2515;-54.9221;40542;40044;39644;39492;39008;38692;38755;38984;39209;39253;39023;38837;20.598913407317763;20.598913407317763;0.0;821.3816721167959;105.56943121250355;33.47323428689137;87.5453819811005;2.5748641759147204;507.24824265519993;72.09619692561218;92.69511033292994;234.31264000823955;0.0;0.0;20.598913407317763
sagrada familia;4316428;0;0;0;10;3;1;0;0;7;2;0;1;0;0;0;-27.7085;-53.1351;2649;2597;2609;2567;2554;2588;2593;2623;2667;2673;2686;2649;0.0;0.0;0.0;377.5009437523594;113.25028312570782;37.75009437523594;0.0;0.0;264.25066062665155;75.50018875047188;0.0;37.75009437523594;0.0;0.0;0.0
